"Province","Health Facility","Period","1st ANC visit","Clients elegible for HIV test at 1st ANC","1st ANC clients tested for HIV","Total HIV+ clients at ANC","Known HIV+ at entry","New HIV-positive clients","Initiated on ART","% of pregnant women tested for HIV (Facility)","Positivity at ANC","PMTCT ART Coverage","PMTCT_STAT_POS_ALL","Exposed children","New children exposed to HIV at CCR <2","New children exposed to HIV at CCR 2 - 12","New children exposed to HIV at CCR 12 - 18","1st PCR collected","1st PCR collected (<2 Months)","1st PCR collected (2-12 Months)","1st PCR collected (12-18 Months)","New HIV+ infants","New HIV+ infants < 2 month","New HIV+ infants 2 - 12 month","New HIV+ infants (0-12 Months)","New HIV+ infants (12-18 Months)","New HIV+ infants initiated ART","New HIV+ infants initiated ART < 2 month","New HIV+ infants initiated ART 2 - 12 month","New HIV+ infants initiated ART 12 - 18 month","coverage PMTCT_EID","PCR Coverage","coverage PMTCT_EID <2 months","coverage PMTCT_EID 2-12 months","coverage PMTCT_EID 12-18 months","Positivity","Positivity < 2 month","MFR v2 | Number of children tested HIV positive | PCR < 2 month","MFR v2 | Infants tested for HIV | PCR < 2 month","Positivity 2 - 12 month","MFR v2 | Number of children tested HIV positive | PCR 2 - 12 month","MFR v2 | Infants tested for HIV | PCR 2 - 12 month","Positivity 12 - 18 month","FSS v2 | New HIV positive children (PCR test) | Moz 12 - 18","FSS v2 | 1st PCR performed | Moz 12 - 18","PMTCT_HEI_POS_ART Coverage","PMTCT_HEI_POS_ART Coverage < 2 month","PMTCT_HEI_POS_ART Coverage 2 - 12 month","PMTCT_HEI_POS_ART Coverage 12 - 18 month","New HIV+ women at ANC","New HIV+ women started ART at CRC","Number of women who collected VL test at ANC","Number of women who collected VL test at CRC","Number of women with VL result at ANC","Number of women with VL result at CRC","Number of women with suppressed VL at ANC","Number of women with suppressed VL at CRC","Number of new children enrolled in ART","Number of children being followed up on ART","Number of children who took VL test","Number of children with VL result","Number of children with suppressed VL","Numerador_FSS_ANC","Denominador_MFR_ANC","Linkage at ANC","Numerador_FSS_CCR","Denominador_MFR_CCR","Linkage at CCR","% of women with VL result at ANC","% of women with VL result at CRC","% of women with suppressed VL at ANC","% of women with suppressed VL at CRC","% of children with VL result","% of children with suppressed VL"
"Cabo Delgado","Chiure CS","2025Q1",1569,1479,1479,134,90,44,43,1,0.0297498309668695,0.977272727272727,52,144,134,10,0,146,134,10,2,5,1,3,4,1,4,1,3,0,2.80769230769231,1.01388888888889,2.57692307692308,0.192307692307692,0.0384615384615385,0.0342465753424658,0.00746268656716418,1,134,0.3,3,10,0.5,1,2,0.8,1,1,0,134,9,103,245,83,186,69,169,17,893,69,75,49,134,134,1,9,9,1,0.805825242718447,0.759183673469388,0.831325301204819,0.908602150537634,1.08695652173913,0.653333333333333
"Cabo Delgado","Chiure CS","2025Q2",2325,2199,2199,161,126,35,37,1,0.0159163256025466,1.05714285714286,39,133,131,2,0,147,145,2,0,2,2,0,2,0,1,1,0,0,3.76923076923077,1.10526315789474,3.71794871794872,0.0512820512820513,0,0.0136054421768707,0.0137931034482759,2,145,0,0,2,0,0,0,0.5,0.5,0,0,146,4,149,200,98,186,78,182,16,887,85,47,30,146,162,0.901234567901235,4,5,0.8,0.657718120805369,0.93,0.795918367346939,0.978494623655914,0.552941176470588,0.638297872340426
"Cabo Delgado","Chiure CS","2025Q3",1848,1717,1717,161,131,30,31,1,0.017472335468841,1.03333333333333,39,181,155,25,1,180,155,25,0,3,1,2,3,0,3,1,2,0,4.61538461538461,0.994475138121547,3.97435897435897,0.641025641025641,0,0.0166666666666667,0.00645161290322581,1,155,0.08,2,25,0,0,0,1,1,1,0,162,8,143,288,105,210,99,196,17,862,80,78,52,162,162,1,8,8,1,0.734265734265734,0.729166666666667,0.942857142857143,0.933333333333333,0.975,0.666666666666667
"Cabo Delgado","Chiure CS","2025Q4",1690,1570,1570,138,120,18,18,1,0.0114649681528662,1,23,133,117,14,2,133,117,14,2,5,1,3,4,1,5,1,3,1,5.78260869565217,1,5.08695652173913,0.608695652173913,0.0869565217391304,0.037593984962406,0.00854700854700855,1,117,0.214285714285714,3,14,0.5,1,2,1,1,1,1,138,5,181,274,123,257,117,241,16,841,86,72,52,138,138,1,5,5,1,0.679558011049724,0.937956204379562,0.951219512195122,0.937743190661479,0.837209302325581,0.722222222222222
"Cabo Delgado","Eduardo Mondlane CS","2025Q1",810,774,774,56,36,20,20,1,0.0258397932816537,1,21,53,49,4,0,50,46,4,0,0,0,0,0,0,0,0,0,0,2.38095238095238,0.943396226415094,2.19047619047619,0.19047619047619,0,0,0,0,46,0,0,4,0,0,0,0,0,0,0,56,1,45,121,49,111,45,102,1,358,18,18,14,56,56,1,1,1,1,1.08888888888889,0.917355371900826,0.918367346938776,0.918918918918919,1,0.777777777777778
"Cabo Delgado","Eduardo Mondlane CS","2025Q2",751,707,707,60,44,16,16,1,0.0226308345120226,1,17,40,39,1,0,44,43,1,0,0,0,0,0,0,0,0,0,0,2.58823529411765,1.1,2.52941176470588,0.0588235294117647,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,59,1,46,104,42,98,31,76,4,479,29,14,12,59,60,0.983333333333333,1,1,1,0.91304347826087,0.942307692307692,0.738095238095238,0.775510204081633,0.482758620689655,0.857142857142857
"Cabo Delgado","Eduardo Mondlane CS","2025Q3",740,703,703,50,37,13,13,1,0.0184921763869132,1,16,55,49,6,0,56,51,5,0,2,0,2,2,0,2,0,2,0,3.5,1.01818181818182,3.1875,0.3125,0,0.0357142857142857,0,0,51,0.4,2,5,0,0,0,1,0,1,0,50,3,42,120,40,91,34,80,12,358,36,22,20,50,50,1,3,3,1,0.952380952380952,0.758333333333333,0.85,0.879120879120879,0.611111111111111,0.909090909090909
"Cabo Delgado","Eduardo Mondlane CS","2025Q4",703,651,651,61,52,9,9,1,0.0138248847926267,1,10,43,42,1,0,42,41,1,0,0,0,0,0,0,0,0,0,0,4.2,0.976744186046512,4.1,0.1,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,59,0,60,120,51,97,47,84,2,296,26,25,23,59,61,0.967213114754098,0,0,0,0.85,0.808333333333333,0.92156862745098,0.865979381443299,0.961538461538462,0.92
"Cabo Delgado","Metuge CS","2025Q1",310,283,283,30,27,3,3,1,0.0106007067137809,1,5,30,27,3,0,30,27,3,0,2,2,0,2,0,2,2,0,0,6,1,5.4,0.6,0,0.0666666666666667,0.0740740740740741,2,27,0,0,3,0,0,0,1,1,0,0,29,0,24,25,12,21,9,15,2,78,4,8,7,29,16,1.8125,0,0,0,0.5,0.84,0.75,0.714285714285714,2,0.875
"Cabo Delgado","Metuge CS","2025Q2",238,216,216,32,22,10,9,1,0.0462962962962963,0.9,10,26,26,0,0,38,26,12,0,2,2,0,2,0,2,2,0,0,3.8,1.46153846153846,2.6,1.2,0,0.0526315789473684,0.0769230769230769,2,26,0,0,12,0,0,0,1,1,0,0,31,0,22,61,8,10,7,4,5,73,8,3,1,31,32,0.96875,0,0,0,0.363636363636364,0.163934426229508,0.875,0.4,0.375,0.333333333333333
"Cabo Delgado","Metuge CS","2025Q3",231,215,215,23,16,7,7,1,0.0325581395348837,1,9,31,24,1,6,32,24,2,6,1,0,1,1,0,1,0,1,0,3.55555555555556,1.03225806451613,2.66666666666667,0.222222222222222,0.666666666666667,0.03125,0,0,24,0.5,1,2,0,0,6,1,0,1,0,24,0,15,27,19,39,15,27,2,115,6,13,11,24,23,1.04347826086957,0,0,0,1.26666666666667,1.44444444444444,0.789473684210526,0.692307692307692,2.16666666666667,0.846153846153846
"Cabo Delgado","Metuge CS","2025Q4",262,245,245,21,17,4,4,1,0.0163265306122449,1,14,27,21,5,1,28,23,4,1,1,1,0,1,0,1,1,0,0,2,1.03703703703704,1.64285714285714,0.285714285714286,0.0714285714285714,0.0357142857142857,0.0434782608695652,1,23,0,0,4,0,0,1,1,1,0,0,21,2,17,80,24,47,20,33,4,148,22,13,9,21,21,1,2,2,1,1.41176470588235,0.5875,0.833333333333333,0.702127659574468,0.590909090909091,0.692307692307692
"Cabo Delgado","Natite CS","2025Q1",789,747,747,54,42,12,12,1,0.0160642570281124,1,12,30,30,0,0,30,30,0,0,1,1,0,1,0,1,1,0,0,2.5,1,2.5,0,0,0.0333333333333333,0.0333333333333333,1,30,0,0,0,0,0,0,1,1,0,0,53,0,63,120,46,107,35,99,6,358,30,14,13,53,54,0.981481481481482,0,0,0,0.73015873015873,0.891666666666667,0.760869565217391,0.925233644859813,0.466666666666667,0.928571428571429
"Cabo Delgado","Natite CS","2025Q2",888,851,851,46,37,9,9,1,0.0105757931844888,1,10,36,35,1,0,36,36,0,0,0,0,0,0,0,0,0,0,0,3.6,1,3.6,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,45,1,61,96,36,84,29,78,4,362,26,23,23,45,46,0.978260869565217,1,1,1,0.590163934426229,0.875,0.805555555555556,0.928571428571429,0.884615384615385,1
"Cabo Delgado","Natite CS","2025Q3",698,660,660,43,38,5,7,1,0.00757575757575758,1.4,7,48,47,1,0,48,47,1,0,2,2,0,2,0,2,2,0,0,6.85714285714286,1,6.71428571428571,0.142857142857143,0,0.0416666666666667,0.0425531914893617,2,47,0,0,1,0,0,0,1,1,0,0,47,2,69,107,51,84,40,77,6,332,45,27,25,47,45,1.04444444444444,2,2,1,0.739130434782609,0.785046728971963,0.784313725490196,0.916666666666667,0.6,0.925925925925926
"Cabo Delgado","Natite CS","2025Q4",600,558,558,50,42,8,8,1,0.014336917562724,1,9,46,45,1,0,46,46,0,0,0,0,0,0,0,0,0,0,0,5.11111111111111,1,5.11111111111111,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,49,0,60,109,44,84,38,74,2,330,21,34,29,49,50,0.98,0,0,0,0.733333333333333,0.770642201834862,0.863636363636364,0.880952380952381,1.61904761904762,0.852941176470588
"Maputo","Matola II CS","2025Q1",698,619,619,105,79,26,26,1,0.0420032310177706,1,28,70,70,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,2.5,1,2.5,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,105,2,85,57,79,59,77,53,2,276,33,30,29,105,105,1,2,0,0,0.929411764705882,1.03508771929825,0.974683544303797,0.898305084745763,0.909090909090909,0.966666666666667
"Maputo","Matola II CS","2025Q2",779,693,693,112,86,26,26,1,0.0375180375180375,1,28,104,101,3,0,104,101,3,0,0,0,0,0,0,0,0,0,0,3.71428571428571,1,3.60714285714286,0.107142857142857,0,0,0,0,101,0,0,3,0,0,0,0,0,0,0,108,2,65,99,54,70,42,66,2,259,15,13,10,108,112,0.964285714285714,2,2,1,0.830769230769231,0.707070707070707,0.777777777777778,0.942857142857143,0.866666666666667,0.769230769230769
"Maputo","Matola II CS","2025Q3",795,710,710,110,85,25,25,1,0.0352112676056338,1,26,108,106,2,0,106,106,0,0,1,1,0,1,0,1,1,0,0,4.07692307692308,0.981481481481482,4.07692307692308,0,0,0.00943396226415094,0.00943396226415094,1,106,0,0,0,0,0,0,1,1,0,0,112,0,103,91,98,138,92,127,4,246,16,16,13,112,110,1.01818181818182,0,0,0,0.951456310679612,1.51648351648352,0.938775510204082,0.920289855072464,1,0.8125
"Maputo","Matola II CS","2025Q4",554,496,496,72,58,14,14,1,0.0282258064516129,1,14,59,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,1,4.21428571428571,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,72,0,47,95,58,62,52,44,5,162,9,11,3,72,72,1,0,0,0,1.23404255319149,0.652631578947368,0.896551724137931,0.709677419354839,1.22222222222222,0.272727272727273
"Nampula","1 de Maio CSURB","2025Q1",989,904,904,111,85,26,26,1,0.0287610619469027,1,30,122,110,12,0,124,110,14,0,9,3,6,9,0,9,3,6,0,4.13333333333333,1.01639344262295,3.66666666666667,0.466666666666667,0,0.0725806451612903,0.0272727272727273,3,110,0.428571428571429,6,14,0,0,0,1,1,1,0,111,0,26,114,58,53,52,48,20,848,24,18,17,111,111,1,0,9,0,2.23076923076923,0.464912280701754,0.896551724137931,0.905660377358491,0.75,0.944444444444444
"Nampula","1 de Maio CSURB","2025Q2",1452,1350,1350,145,102,43,43,1,0.0318518518518519,1,44,137,131,6,0,137,131,6,0,3,2,1,3,0,3,2,1,0,3.11363636363636,1,2.97727272727273,0.136363636363636,0,0.0218978102189781,0.0152671755725191,2,131,0.166666666666667,1,6,0,0,0,1,1,1,0,123,0,40,45,67,33,63,33,37,982,19,21,21,123,145,0.848275862068966,0,1,0,1.675,0.733333333333333,0.940298507462687,1,1.10526315789474,1
"Nampula","1 de Maio CSURB","2025Q3",1775,1649,1649,169,126,43,43,1,0.0260764099454215,1,49,138,131,7,0,141,131,8,2,6,2,2,4,2,6,2,2,2,2.87755102040816,1.02173913043478,2.6734693877551,0.163265306122449,0.0408163265306122,0.0425531914893617,0.0152671755725191,2,131,0.25,2,8,1,2,2,1,1,1,1,171,3,27,144,74,198,68,190,14,950,42,89,82,171,169,1.01183431952663,3,5,0.6,2.74074074074074,1.375,0.918918918918919,0.95959595959596,2.11904761904762,0.921348314606742
"Nampula","1 de Maio CSURB","2025Q4",1549,1457,1457,118,92,26,26,1,0.0178448867536033,1,32,143,125,17,1,144,125,18,1,5,1,4,5,0,5,1,4,0,4.5,1.00699300699301,3.90625,0.5625,0.03125,0.0347222222222222,0.008,1,125,0.222222222222222,4,18,0,0,1,1,1,1,0,119,0,15,92,70,87,68,84,18,825,31,69,64,119,118,1.00847457627119,0,6,0,4.66666666666667,0.945652173913043,0.971428571428571,0.96551724137931,2.2258064516129,0.927536231884058
"Nampula","25 de Setembro CS II","2025Q1",1496,1384,1384,164,112,52,52,1,0.0375722543352601,1,57,152,142,10,0,157,146,11,0,5,2,3,5,0,5,2,3,0,2.75438596491228,1.03289473684211,2.56140350877193,0.192982456140351,0,0.0318471337579618,0.0136986301369863,2,146,0.272727272727273,3,11,0,0,0,1,1,1,0,158,0,23,384,97,404,91,375,12,1032,53,65,61,158,164,0.963414634146341,0,3,0,4.21739130434783,1.05208333333333,0.938144329896907,0.928217821782178,1.22641509433962,0.938461538461538
"Nampula","25 de Setembro CS II","2025Q2",1822,1697,1697,191,125,66,66,1,0.0388921626399529,1,75,156,135,20,1,162,140,21,1,12,7,5,12,0,12,7,5,0,2.16,1.03846153846154,1.86666666666667,0.28,0.0133333333333333,0.0740740740740741,0.05,7,140,0.238095238095238,5,21,0,0,1,1,1,1,0,138,4,22,448,70,436,62,396,20,1065,32,74,64,138,191,0.722513089005236,4,9,0.444444444444444,3.18181818181818,0.973214285714286,0.885714285714286,0.908256880733945,2.3125,0.864864864864865
"Nampula","25 de Setembro CS II","2025Q3",2179,2020,2020,200,159,41,41,1,0.0202970297029703,1,53,196,171,25,0,198,173,25,0,3,0,3,3,0,3,0,3,0,3.73584905660377,1.01020408163265,3.26415094339623,0.471698113207547,0,0.0151515151515152,0,0,173,0.12,3,25,0,0,0,1,0,1,0,194,10,65,453,137,431,127,405,20,1001,71,79,69,194,200,0.97,10,10,1,2.10769230769231,0.951434878587196,0.927007299270073,0.939675174013921,1.11267605633803,0.873417721518987
"Nampula","25 de Setembro CS II","2025Q4",2057,1924,1924,177,133,44,44,1,0.0228690228690229,1,52,183,168,14,1,187,172,14,1,7,5,1,6,1,5,3,1,1,3.59615384615385,1.02185792349727,3.30769230769231,0.269230769230769,0.0192307692307692,0.0374331550802139,0.0290697674418605,5,172,0.0714285714285714,1,14,1,1,1,0.714285714285714,0.6,1,1,175,6,65,402,122,364,115,341,13,1007,92,86,78,175,177,0.988700564971751,6,8,0.75,1.87692307692308,0.90547263681592,0.942622950819672,0.936813186813187,0.934782608695652,0.906976744186046
"Nampula","Akumi CS","2025Q1",732,664,664,90,68,22,22,1,0.0331325301204819,1,22,61,55,6,0,63,55,8,0,4,2,2,4,0,4,2,2,0,2.86363636363636,1.0327868852459,2.5,0.363636363636364,0,0.0634920634920635,0.0363636363636364,2,55,0.25,2,8,0,0,0,1,1,1,0,89,0,90,92,86,72,83,69,11,483,46,20,19,89,91,0.978021978021978,0,0,0,0.955555555555556,0.782608695652174,0.965116279069767,0.958333333333333,0.434782608695652,0.95
"Nampula","Akumi CS","2025Q2",611,548,548,89,63,26,26,1,0.0474452554744526,1,27,46,44,2,0,54,51,3,0,1,0,1,1,0,1,0,1,0,2,1.17391304347826,1.88888888888889,0.111111111111111,0,0.0185185185185185,0,0,51,0.333333333333333,1,3,0,0,0,1,0,1,0,71,0,73,86,78,81,73,77,11,490,29,20,20,71,89,0.797752808988764,0,1,0,1.06849315068493,0.941860465116279,0.935897435897436,0.950617283950617,0.689655172413793,1
"Nampula","Akumi CS","2025Q3",955,901,901,76,54,22,22,1,0.0244173140954495,1,23,82,80,2,0,82,80,2,0,0,0,0,0,0,0,0,0,0,3.56521739130435,1,3.47826086956522,0.0869565217391304,0,0,0,0,80,0,0,2,0,0,0,0,0,0,0,75,0,91,123,62,119,58,114,6,475,34,30,27,75,76,0.986842105263158,0,1,0,0.681318681318681,0.967479674796748,0.935483870967742,0.957983193277311,0.882352941176471,0.9
"Nampula","Akumi CS","2025Q4",925,889,889,48,36,12,12,1,0.0134983127109111,1,12,70,69,1,0,70,69,1,0,2,2,0,2,0,2,2,0,0,5.83333333333333,1,5.75,0.0833333333333333,0,0.0285714285714286,0.0289855072463768,2,69,0,0,1,0,0,0,1,1,0,0,45,0,55,148,39,129,37,124,14,424,28,23,22,45,48,0.9375,0,0,0,0.709090909090909,0.871621621621622,0.948717948717949,0.961240310077519,0.821428571428571,0.956521739130435
"Nampula","Alua CS I","2025Q1",1451,1347,1347,124,104,20,20,1,0.0148478099480327,1,23,103,97,6,0,103,97,6,0,0,0,0,0,0,0,0,0,0,4.47826086956522,1,4.21739130434783,0.260869565217391,0,0,0,0,97,0,0,6,0,0,0,0,0,0,0,124,2,128,64,110,62,108,56,3,479,31,26,23,124,124,1,2,3,0.666666666666667,0.859375,0.96875,0.981818181818182,0.903225806451613,0.838709677419355,0.884615384615385
